text,label
biaya pasien virus corona ditanggung indonesia coronavirusindonesia corona coronaindonesia coronavid19 covid19indonesia covid 2019 covid indonesia coronavirusupdate coronavirusupdates beritaviral viral https t co ukq4qgjpdl via tribunpontianak,yes
hakaemel obati sembuh menkes yg ngomong gitu,no
menteri kesehatan terawan agus putranto berdasarkan keputusan who pakai masker sakit sehat pakai masker baca selengkap nya https t co iejwk6iqqx https t co fzpvxdhmht,yes
gajahpolkadot pernyataan menkes org berpikir menkes orang takut difteri menenangkan menambah kepanikan udah difteri ditambah corona nya fokus bahas corona aja gak bandingin flu batpil difteri,no
fadlizon berharap kau fadlizon terkena virus corona menkes pura2 kagak tau gy,no
corona nasdem ingatkan menkes cermati aksi borong sembako masker https t co s2jh6bssd5 via indopolitika,yes
kadrun gl loh 115 nyatakan sehat it u pernyataan anies gi sih wkwkw gue bilang update negatif menkes ma sihbada 21 yg rwat 39 pengawasan https t co gzfn4g5rw7,no
jansen jsp maksud menkes jansen jsp utk menenangkan masyarakat luas byk msyrkt panik terpropokasi kadrun yg pura2 panik ditmbh crew media tv mengabarkan dgn tampilan aneh berlebih virus corona seganas virus2 jgn jd kadrun https t co e0c44myluw,no
aside from being anak buah menkes media online emang bobrok sih karna ngejar clickbait doang https t co gdrs2bpc7d,no
jelehmulut zarazettirazr b a t 212 udeh ah ngopi senat senut gw unboxing karna bbrp ucapan menkes yg menjengkelkan terpaksa dah gw kasih tempe anggap aj angin jgn serius d copot y sdh slh gy aoeoei maafkan ya aoeoei,no
ivone rsz kliatan bener judul berita nya yg negatif baca berita lbh knp tdk judul nya menkes sarankan jaga stamina krn kantayu cnnindonesia,no
cnnindonesia lu aja menkes yg kena semoga sembuhkan alam baka,no
cursedkidd kena corona ya wil amit amit elus dada,no
indonesia terpapar corona hotline kemenkes indonesia coronavirusupdate republikmerdeka https t co lwoyndnrbf,yes
menunggu koordinasi kemenkes akmal dihubungi wartawan senin https t co odbwarjk4d,no
gw indonesia jauhin orang sakit corona like sakit hiv aids ga kayak singapore,yes
jaga ya kawan corona virus indo gy,no
alhamdulillah pemerintah aceh mangambil langkah cepat menyikapi penyebaran virus corona mengajak masyarakat waspada rsu pasien terindikasi,yes
bhukkadatma teju2157 hum tulsi long dalchini wali mast antimicrobial masala chai pi k corona ko harayege hai na see mu ji,no
mamak si agus bentar ngakak nggak apa2 kk win biar bersih kuman virus corona,no
detikcom walkot depok lahhh,no
detikcom hallooo depok,no
detikcom pantesan depok carut marut walikota nya dapet sumber berita medsos kebijakan kebijakan dapet medsos,yes
liarosiani depok jatim doang kak asli ga ngerti lg,no
makasih depok makasih ui banget pengalaman manis sehari doang,yes
gua kalo depok rumah bgt ama bubu,no
nitalilsa orang kantor pas dapet kabar corona udh depok tau gua orang depok flu like,no
bukanhenbodi depok aman,no
gaspoll honda genio cbs dp 500rb cicilan 788rb tambahan potongan 2 angsuran tenor 35 unit thn 2020 terbatas wa me 081386094313 081387074257 khusus depok bogor,no
dezmoo wih dibilang ga dibilang deket ya ngga jg dr depok ya stay safe ya mon,no
mikailgabrielle rifkahanim aman ga sih depok,no
akusukangemil dom depok jawa barat pengen bgt ganti sepatu thank you for the giveaway semoga rezeki lancar yaaa,no
jkt48depok depok jiayo,no
commuterline jadwal kereta bogor depok plis minnnnminta,no
yuk lakukan rutinitas olahraga minimal 60 menit badan sehat g gampang sakit jgn lupa dibarengin pijat jgn takut jg lulurpijatdepok nama nya aja depok kebanyakan konsumen nya jakarta yuk reservasi jadwal wa 081315800051,no
yg turis jepang yg terinfeksi nularin org depok lolos masuk ya emang bandara ga pengecekan ya,yes
chillweedme gmw km org depok canda el ampun,no
jkw bilang suspek depok positip corona tukang tangkis isu bilang tunggu berita rehat,yes
kalo ngampus jgn depok ya sahabatquw cntnbgsr,no
media idntimes ketauan nihh terkait nyebarin berita hoax virus corona lawanhoaxviruscorona,yes
ybrap tidur rap jaga kesehatan awas corona,no
bersikap tenang mengikuti berita virus corona nya waspada tlah nya bodo,no
sans corona takut alumni kiamat 2012,no
geloraco ora takut menkes aja bilang ga takut corona,yes
sahabatrg arab saudi dibohongi virus corona biar ikuti negara tau lengserr,no
temen temen dapet broadcast spot reports perihal corona sumber nya darimana,no
jujur takut ngirim orang gv corona,no
dibalik bahaya nya wabah virus corona bupati berau muharram lihat peluang bisnis rempah corona berau kalimantantimur bupatiberau bupatimuharram rempahrempah nusantara indonesia balikpapan samarinda penajam kukar,yes
danylarge abis berita corona indogrosir langsung penuh banget,no
anggaran influencer 2 kali kemenkes urusi corona,no
nessiejudge kalo ka bah dibersihkan info ditutup sampe wktu yg ditentukan semoga aja konspirasi jepang sholat jumat ditiadakan baca2 theory konspirasi ttg corona berkembang facebook udah nge hapusin issue2,yes
bina jaga kondisi nya iya yahh kurangin ya nya ku dugaa,no
awal2 corona rame indo jujur takut ga panik kaka yg literally kerja rs masi santai ga memperkeruh suasana beli masker santai barusan pulang beliin vitamin suruh minum rutin maktratap,no
kampus prei gaisok asistensi skripsi gak marimari dampak corona ekstrim gawe,no
ko serem liat berita corona,no
nyata nya dbd korban nya tp corona mudah penyebaran nya klo jaga kesehatan kebersihan mengatasi koq semangat guys takut,yes
jgn berdoa biar kuliah nya libur doa aja corona ilang dr dunia amitabha,no
andmuttt gejala corona,yes
udah rizki fucek corona fuceklah kek semoga aja rna kalen ga nempel rna gua yak,no
sweetyoongi92 bukaaan kota ku udah kena corona,no
mencoba tenang melawan corona tp knp media berita bgni smwwwaaaaaa,no
iip tgr dennysiregar7 hlo nya jakarta yg kena corona solo kena sekolah aja yg libur yg demo2 congor dlongop takebir libur corona nyebar,yes
avrilllllllll coronavirus cheeckkkk,no
jokowi jokowi retail diliburkan menghindari virus corona kasian temen2 yg spg retail terkena virus corona,yes
coronavirus sembuhkan 7 obat nya 1 parut bawang putih rebus minum air nya tidur 2 rebus jahe merah 300g minum air nya 3 tubuk belingbing buluh ambil air nya campur kecap dikit minum 4 makan daun sirih 3x sehari 5 m inum susu murni,yes
gustiayutp nggaa corona,no
vanilibroken jokowi jokowi orang bogor takut covid 19,no
sok an takut corona dosa aja lancar,no
mengerikan usia 50 rentan corona,yes
situasi negara derajat wabah virus corona menyalahkan yg utama salim melindungi bahu membahu menanggulangi nya menjaga ketakutan yg mengenyampingkan kehidupan yg sewajarnya,no
grumpyboll iyo corona kudu cepet moleh,no
barundi bene wacu mwirinde cyane corona virus itatwinjirana,no
iza b3ish mn baeed azmet l corona ma bedi ba2a shi bhayete,no
subtanyarl ulangan kaga lo mati kena corona bgst,no
ga panik corona yaampun kesini ngeri ajaa susah ga panik,no
msia handle corona lame us still xdeclare darurat kene kejap dh mcm hape len kali jgn ejek asia sgt skrg ni awak pulak yg xprepare pape gelabah,no
nih joke corona nya lg ditunggu,no
fairuz a rafiq dukung imbauan pemerintah mengenakan masker rumah mencegah penyebaran virus corona,yes
jokowi pastikan wni terkena corona ditangani standar internasional https t co siyvusymti,yes
ipan ipan00 tunggu corona ilang,no
nembus bentar gw po hoodie ninja anti corona https t co hqyodpfiyi,no
jihan821 pendudukbiasa dennysiregar7 cie robot hidup pake batre ngatain orang tololgy gy gy murtad elo drun ulama elo ngakuin corona iti kentara allah elo nya pura2 budeg dasar robot tolol,no
panik corona menkes masyarakat jaga stamina stoppaniklawancorona https t co tlbiwnx4fm https t co pf3jw4jdkk,yes
100 daftar rs rujukan covid19 yg tersebar diseluruh indonesia berdasarkan rekomendasi menkes dr terawan jaga kesehatan kebersihan saudara ku setanah air sumber idn times https t co qyctlh2num,yes
ckckck tirto being tirto dibilang menkes bener loh hehehe nih org2 knp bilang nih media turun kualitas si gatau gmn emg daridulu kualitas yaaa kaya gini demen ngomporin giring opini https t co zlbx26rbns,no
zarazettirazr mending jk ajalah jd menkes,no
penyampaian menkes terkesan santai headline media clickbait masyarakat salah dimengerti https t co h4edqr44p3,no
tahukah virus corona ujian nya ujian sesungguhnya menguji hati nurani penjual masker aseptic gy,no
astaghfirullah ngeri bener dah corona,no
upaya dinkes cegah virus corona masuk keanambas,yes
ridwan kamil penyebaran corona lantaran riwayat bepergian daerah terdampak wabah virus corona,yes
yudhakhel mantaab up up dukung bang yudhakhel walikota depok,no
dsinathrya depok sihh minimarket2 kosong gula,no
hadirilah pemutaran perdana video piknik panik buah tangan trip 3 2 malam diinisiasi golosor times teman teman frontside friday januari kemarin mengunjungi bogor depok jakarta,no
mukenahhh depok ni,no
akusukangemil dom depok sepatu nya udh jebol,no
evamaerv mamak nya johny gatau depok ko va aman wkkw,no
jual herbal patah tulang cod depok sms wa 082258435266 line patahtulang depok,no
singularitysss dom depok kak,no
news dukung program ketahanan keluarga rki kelurahan ratujaya depok gelar seminar parenting depok news,yes
kacau banget tiket pamunqkas depok tiba2 ngga tersedia kebaradaan virus kali ya mrasa sdih,no
2maret pagi presiden jokowi umumkan bhw sdh 2 wni yg terdeteksi positif virus covid 19 warga depok yg tertular dr teman wanita jepang acara dance party rest amigos kemang viral warga yg panic buying supermarket,yes
wkwkkw chernobyl ala depok,no
mudah lakukan berkontribusi menangani virus corona covid 19 menyebar parah menjaga isu hidup masyarakat waspada tindakan preventif,yes
deh 1 orang sotoy dikantor bahas corona,no
ustadtengkuzul virus corona kelelawar si abu sandal nya nyebut babi ujung2 nya nyerang muslim bergamis bersurban,no
facingproblem sevenbelast jan awas orang depok ntar kena virus corona lu,no
sanket7262 ohh good even mumbai madhe sudha corona alay,no
kpi pusat gubernur dki anis sdh keputusan utk meliburkan sekolah menutup taman hiburan ternama kota meniadakan car free day selama14hari utk menangkal virus corona ttp pemilik tv2 swasta menggelar acara2konser musik terbuka,yes
corona ka khauff dekho covid19 coronavirusupdates,no
ampunilah tuhan coronavirusupdates,no
ramai berita corona jd ragu still go or not,no
serem banget menhub aja kena corona,yes
tanda2 corona apadeh aing lupa,no
tim 86 nanya ngapain minum minum nya membasmi corona wkwkwkw,no
surabaya pemeriksaan corona gratis gaes tinggal telpon ntar dijemput bu risma pancen oye via infosurabaya,yes
mohon maaf kawanpajak menindaklanjuti penyebaran virus covid 19 pelayanan kantor ditunda khawatir kawanpajak pelaporan spt daring,yes
geng2 terpengaruh ngan kdrama in replies sebelah tu corona,no
kompetisi piano mak gw nyuruh gw main pake sarung tangan mantep bener dah corona corona,no
Satu anak dijual 5 miliat,yes
cepet pergi atu corona sia teh nyusahin aja ajg sebel,no
semoga virus ditemukan obat nya dicegah penyebaran nya aamiin ikuti petunjuk petunjuk medis menjaga kesehatan melindungi terpapar virus corona,no
anggota sekte scj nolak tes corona scj ngasih list member palsu ga kooperatif kerahasiaan seoul udah menuntut tindakan pembunuhan deh si pemimpin sujud2 maaf ga sih,yes
jokowi fadjroel tlg himbauan spy warga panik dg vidus corona ga borong masker borong sembako dll percaya hoax tlg info lbh akurat ttg tp data pasien jgn dibuka kasian,no
karbu rator jkw jkw menkes menkes nya kss suspek corona gak masuk indonesia nya orang indonesia ku at2 atasi corona gak anggaran buzerp nya 72 m,no
tangan bersih kalo yg makan makanan sehat bikin penyakit daya tahan tubuh lemah dann welcome virus gak cuman corona virus aja masuk kalo kayak gitu,no
cassthekitty promo yah mumpung musim corona hehehe,no
wahabislokal depok mesti gimana donk,no
seulslay collegemenfess penyebaran nya depok wkwk,no
sungkarintan itc mbak ramayana nya terminal depok jpo,no
merdekadotcom nie yg gonjang ganjing warga resah z sdh penanganan kemenkes,no
9 875 siswa lomba festival kompetisi pendidikan kotadepok,no
blackflag slipknot gajadi maen gara2 corona,no
seminar amp sidang ku terancam tertunda gara2 corona semoga cepet membaik pgn lulus,no
realtors pasar perumahan kecelakaan will coronavirus lewatlah,no
ikaafat fabulous both corona viruses mirchi teri,no
aja adu politik permasalahin corona,no
blackcodis corona virus man,no
ih ak mikir ayah ku corona cepet ilang ga sih sebener nya ak swastapun gapapa pengiriman nya ayah ku kehambat uang nya jg gamasuk tabungan nya jg dipake kantor dah doang mikir nya gue hufttt,no
selesai corona mo tindik tato,no
moda transportasi beroperasi psbb bung hp jacksonkumaat knpi dppknpi pemudaindonesia pemuda covid 19 corona ppsb energyofharmony,no
vianapakev2 coffebit yakan hu lampung pengen jajan persit lg libur anak sd lg corona gajdi,no
cekalcoronasaveekonomi cekalcoronasaveekonomi kobarkan semangat mu oponen corona,no
squidwardfess corona anjg,no
kalo corona nih dateng dalem bentuk orang beneran udah gue sambit pake batu bata,no
cegah covid 19 virus corona pemasangan baner himbauan pencegahan penyebaran virus covid 19 virus corona perempatan blok m desa sowan lor pemasangan dilaksanakan bripka sumali briptu moh khafid mudah dibaca,yes
yg suka ngebacot twitter ruhutsitompul ferdinand haean fahrihamzah fadlizon coba ribut gak solusi nya efek covid sdh 25 000 phk coba tau solusi sumber,yes
pas scan negatif corona positif odp orang pikirin ku oalah dancuk,no
virus corona bertahan kulkas,yes
sampe sih ni corona kulit belang udah putih mulus merata karantina nya selesai,no
ak fi corona bi tolou,no
lix lee007 bismillah yaallah corona cepetan pergi,no
cusedkidd akun nya lempar mari ga baku hantam ni semenjak corona,no
gak ngomongin basket yak corona mulu,no
aktifitas terbatas akibat wabah virus corona lantas menyurutkan semangat pebulutangkis ganda campuran malaysia goh liu ying berbagi energi positif penggemar nya selengkap nya djarumbadminton news,yes
dok dirgarambe kipas angin ruangan pintu dibuka mengurangi virus corona ruangan,yes
terdampak corona penjualan eceran anjlok enam vivanews,yes
henry k fahrimohammadp ladityakusuma andri desmana bigalphaid peraturan nya bos setau maksimal 3 digodok perpu membolehkan defisit diatas 3 penanganan corona,no
sumpah gue gak kepikiran,no
dz03mient12 jualan corona,no
um sansfess tenang mariki corona ngilang,no
um sansfess dikongkon nggae campaign gae corona,no
harga bensin,no
mugglleezz album seventeen yg aja zell sayang yohan semoga corona cepet ilang muka bumi secepatnya aamiin wish me luck,no
pliisse corona menghilang biar kerja,no
detikcom detikfinance mending thr rakyat yg gak kerja gegara corona,no
hoak pasien corona indonesia,yes
powermagic061 marlina idha fahiraidris bgs nya utk lihat ditindak nga jgn melindungi joko pejabat sekelas bang anies yg berhasil melawan corona jkt dimasukkan bang aniesbaswedan nga sebodoh gegabah tugas hajat hidup warga jkt penuhi dgn,no
napi dibebaskan alasan nya karna corona oposisi yg kritik corona penjara sungguh lucu hukum negeri tdk dikritik jgn pejabat publik kekorut aja noh tuntutcinauntukkemanusiaan tuntutcinauntukkemanusiaan via idtodayco,yes
cekalcoronasaveekonomi cekalcoronasaveekonomi kobarkan semangat mu tentangan corona,no
nataabcd habis corona,no
musniumar bagi2 tugas yg seakan suruh damai yg nantang tujuan tdk sumbangsih thdp corona peduli beda dg lbp yg kerja keras bangun negeri bantu jokowi niat usir china tp membela china jimbaran,no
orang orang nu resep menkes min nugarislucu https t co 8fjedmzawu,no
disarankan menkes tingkatkan imunitas tubuh cegah corona https t co jqdkzz1mjh,yes
orang indonesia positif tertular virus corona guys rumah tinggal nya depok jawa barat isolasi indonesiadiambangkebangkrutan breakingnews covid19 https t co v4mwey26jt,yes
alterbase18plus yok depok kuat yok,no
nanakimiko gue jalan depok orang2 motor pake masker gapake helm mati pilih pilih,no
wartapolitik depok wilayah dki wkkk wilayah kerja anies udah belom,no
dennysiregar7 jokowi emang lu g denger sdh korban akibat virus corona tolol,no
"air dengan ph 2,5 dapat membunuh kuman",yes
the 15 picture in your gallery will defeat corona virus me rn hah libur kampus ttp disuruh masuk,no
hoaks jurus kas bon kasih utang ke pemerintah,yes
informasi hoaks hari ini dund,no
info,no
berjemur virus corona,yes
tka cina bawa virus,yes
cina bawa virus,yes
lemon teh corona,yes
hoaks insentif pemerintah gratiskan,yes
gunung krakatau,no
corona menyebar di supermarket,yes
kumpulan mobil pool grab cinere sopir sanggup bayar kredit covid 19,no
hoaks dirumahaja 10 12 april,yes
corona menyebar supermarket,yes
cek hoaks covid 19,yes
corona menular udara,yes
info hati 2 rumah ya jendral sudirman rajawali andir tkg palak mintain uang mobil diberhentikan uang dijalanan jd klu nga jgn rumah susah gk uang makan obat2an jendral sudirman rajawali dago cicadas alun2 mobil motor disetopin dompet diambil paksa dibelokin arah motornya org org nya pakai benda tajam,yes
"Info.. Hati-2 keluar rumah ya, di jendral sudirman Rajawali/Andir banyak tkg palak mintain uang.. Mobil diberhentikan minta uang dijalanan. Jd klu nga perlu jgn keluar rumah soalnya mereka juga semuanya susah gk ada uang buat makan dan obat2an, di jendral sudirman dan rajawali Dago cicadas Alun2 mobil dan motor disetopin dompet diambil paksa dibelokin arah motornya karena org org nya banyak pakai benda tajam",yes
hoaks covid 19 di amerika,yes
jakarta lockdown corona,yes
pasien corona zona merah,yes
gunung krakatau meletus,yes
skrg masker habis pakai dibuang cina taiwan mengajarkan masker sdh terpakai dimasukkan rice cooker air steril dipakai semoga video diatas ditiru panas 160 derajat keatas virus mati steril dipanasi 3 menit diamkan 5 menit diangkat beli masker harga masker normal masyarakat dicoba,yes
"MULAI SKRG.. masker habis pakai jangan dibuang lagi, ini dari Cina Taiwan mengajarkan, Masker sdh terpakai dimasukkan ke dalam rice cooker, tanpa air, maka akan menjadi steril dan bisa dipakai lagi, semoga video diatas bisa dilihat dan ditiru, dengan panas 160 derajat keatas virus akan mati, dan menjadi steril, dipanasi cukup 3 menit dan diamkan 5 menit baru diangkat, jadi tidak perlu beli lagi masker, dan harga masker akan menjadi normal kalau masyarakat semua tahu cara melakukan ini..SEGERA DICOBA, 👍👍",yes
aplikasi zoom mencuri data pribadi,yes
hoaks UTBK tahun 2020,yes
hoaks glenn fredly meninggal,yes
virus corona menyebar jakarta,yes
150 tenaga medis DKI Jakarta tumbang gara gara corona,yes
kemudiaannnn iseng iseng ngecek pengen beli dimusim corona wow wow wowwwwww udah 9 5,no
dilock ya kira2 asli skrg tuh vaksin covid 19 loh kalo kayak gini ujung2 nya capek dirumah gaada kepastian kelar nya,no
stafsus jokowi surati camat titip perusahaan nya lawan corona like bos like anak buah shameless a k a ga tau malu cuih,yes
covid 19 malapetaka musibah teramat dahsyat ketakutan reaksi kalah hebat nya,no
via sreekanth c,no
bmbngwm aya kitu anu buka aya corona,no
hoaks KAI batalin seluruh perjalanan Jakarta,yes
so nnti kalo vaccine for corona virus is found rasa2 makcik pakcik anti vaxxers yg bijak pandai ni nak x amik,no
air bawang putih menyembuhkan corona,yes
hoaks pesan berantai penerapan psbb,yes
kuota 100gb gratis lockdown covid 19 dapatkan kuota 100gb lockdown menekan penyebaran virus covid 19 udah mendapatkannya klik link dibawah https www kuota 100gb cf,yes
kuota gratis selama lockdown,yes
hoaks 181 narapidana dilepas,yes
hoaks corona pasar tebet,yes
selamat sore semoga sehat semangat melayani konsumen dgn memperhatikan kesehatan update hasil rapat dgn dinas indag kota bandung psbb bandung raya sanksi toko ritel melaksanakan penutupan toko menghimbau pengunjung toko membawa bayi anak warga lansia rentan terpapar virus corona psbb 14 diperpanjang penurunan pdp sy informasi terima kasih,yes
foto lock down,yes
hoaks nites tv digratiskan pemerintah amerika,yes
pemadaman listrik jakarta selatan akibat ledakan kabel tanah,yes
pencipta virus covid 19,yes
Merokok mencegah corona,yes
informasi berita konspirasi dari TNI,yes
hoaks pasien corona di Indonesia,yes
hoaks covid di dunia,yes
konsumsi ibu profen mengakibatkan corona sulit disembuhkan,yes
cara belajar dari rumah,no
@albert c,no
viral penyair anak anak stasiun televisi,no
rokok atasi corona,yes
those days are gone we are now seeing it the way we look at the stone age the word responsive started taking charge developers already started flooding the market so do the new frameworks and languages when experts started realizing that design does matter they saw the entry of bootstrap as something inevitable for the immediate future now a whole new online community is googling the words like free bootstrap builders and hungrily waiting to crown themselves with the title web developers,no
diskon bbm untuk ojol,yes
obat corona virus,yes
pdp sumatera barat,yes
Mudik Boleh Asal Tak Bawa Virus Corona,yes
polemik berjemur,yes
lapor hoax,no
info hoax beredar,no
*100GB data Internet tanpa pengisian ulang apa pun Untuk QUARANTINE (CORONAVIRUS)* Dapatkan 100GB data Internet gratis di jaringan seluler apa pun selama 60 hari. *Dapatkan DI SINI sekarang 👇👇* http://freeinternet.faster4g.com,yes
apakah benar https://adidas-usa.net/tenis-gratis-di-masa-isolasi,no
Hoax pasien corona yang sudah sembuh,yes
gratis pengiriman gojek pembelian bahan pokok,yes
hoax kalung penangkal corona,yes
kpk bebaskan napi koruptor,yes
hoax pasien corona sembuh,yes
adzan corona aktif,no
adzan membuat corona tidak aktif,yes
Apakah kumur dengan air garam dapat mencegah virus korona ???,yes
kasus korona di indonesia,yes
fakta baru gejala korona,yes
cara menyembuhkan virus corona,yes
hoak Corona indonesia,yes
virus korona indonesia,yes
disinfektan buat kanker kulit,yes
hoaks pasien positif di riau,yes
penyeberan covid bisa dari hewan,yes
hoaks jenazah dibuka plastiknya pekanbaru,yes
pasien positif corona kabur rsal mintohardjo,yes
saya ingin menjadi salah satu dari relawan virus vaksin corona bagaimana ya caranya?,no
positif covid-19 kota cianjur,yes
Jadwal pelaksanaan utbk 2020,no
hoaks pasien virus corona,yes
korban virus corona mall pantai indah kapuk,yes
chloroquine menyembuhkan virus corona,yes
chloroquine bisa menyembuhkan virus corona,yes
Jambu biji berpotensi cegah virus corona,yes
"Bagi keluarga dan kawan2, alat Infrared Thermometer untuk mengukur suhu badan kita sekarang harganya melonjak tinggi selama ada wabah Corona, untuk itu saya beri solusinya kita pakai saja alat yang kita punya yaitu di Hp Android kita, kira tinggal buka Play Store dan ketik """" Body Temperatur Diary"""" dan instal aplikasi tersebut di Hp kita, setelah terinstall di Hp, anda tinggal buka aplikasi tsb, setelah terbuka klik tulisan Start lalu nanti ada tulisan (Diary, Diagram, Analize, SIM), disini anda tinggal pilih SIM lalu ada gambar sidik jari tinggal jari jempol anda tempelkan digambar itu nanti langsung ada hasilnya Suhu badan kita hasilnya di """"""CEL (Celsius),""""""itulah hasil suhu badan kita....sekian dan terima kasih , kiranya postingan saya ini bisa membantu anda untuk mendeteksi suhu badan kita yang berhubungan dengan wabah Corona ini.",yes
Kunci rmh baik² ya. 30 rb pengangguran akan membanjiri perkotaan . Dn mungkin tdk akan tertib lakukan iphysical distancing! >>>,yes
Merokok Menghadang Virus Corona Masuk Ke Paru-Paru,yes
Ratusan Ton Narkoba yang Masuk ke Indonesia untuk Pembiayaan Teroris,yes
Ambulans membawa batu,yes
pesan berantai waspada penculikan anak,yes
"Konferensi Pers Gubernur DKI Jakarta, 20 Maret 2020, 18.18: 1. Penyebaran terus meningkat dari hari ke hari dan korban yang wafat juga semakin bertambah menjadi 20 orang; 2. Mulai hari ini Jakarta ditetapkan dalam kondisi tanggap darurat bencana wabah COVID-19 untuk 14 hari kedepan dan dapat diperpanjang sesuai kondisi; 3. Dunia usaha diminta memperhatikan Seruan Gubernur 6/2020 dan SE Menaker M/3/HK/04/III/2020, bahwa seluruh kegiatan perkantoran diminta dihentikan untuk sementara waktu dan mendorong karyawan bekerja dari rumah; 4. Social distancing mutlak harus dilakukan oleh semua masyarakat DKI Jakarta; 5. Tetap berada dirumah selama masa tanggap darurat bencana wabah COVID-19 di DKI Jakarta; 6. Dunia usaha, organisasi sosial dan organisasi keagamaan diminta ambil langkah drastis yang mendukung social distancing; 7. Mulai hari Senin akan diadakan peniadaan hiburan milik swasta 8. Transportasi umum akan dibatasi dengan membatasi jumlah penumpang dan jam operasional; 9. Semua antrian harus dilakukan di ruang terbuka dan bukan di ruang tertutup seperti di dalam halte atau stasiun serta dalam jarak aman. 10. Seluruh instrumen Pemprov DKI Jakarta, Kodam Jaya dan Polda Metro Jaya akan bersiaga selama masa tanggap darurat bencana wabah COVID-19.",yes
Turis China dari Bali positif terjangkit virus Corona,yes
Ririn Ekawati positif menggunakan narkoba,yes
hoaks daun laban obat pasien,yes
jefri nichol ditangkap narkoba,yes
nunung terjerat narkoba,yes
sumpah feeling ku kemarin udh nggak enak corona indo nya apa ngeliat kondisi negara aja udh merebak kemana,no
jujur gue pake masker kmn2 krna gk suka asap rokok debu polusi udara yg udh beracun bkn krna corona gy,no
gundidr koq menkes yah gy gy gy hadeeeehhh,no
vianaayumi faye eee rheikisa youaregreatgurl amamiyaren thisshysun depok corona lu ga,no
blosseolls dream nder member nya terserah aja terima depok,no
dedsann gara2 lu org depok ga sii,no
bawa bibit corona mah,no
sampe skrg gue msh nyebut nya pake huruf c si corona korona coronavirusupdates,no
cnnindonesia kalo ruang kerja msh sisa2 corona kena hmmm,no
karna wabah virus corona cina negri wano terisolasi dunia opdetected,no
uda tau corona suruh upacara ogeb,no
yuri update penanganan virus corona masker nya dicopot gak emang nya ya engap banget kaya nya ngomong masker terpasang gitu,yes
corona nggarai bab biologi nambah hahaha,no
beosk kalo tugas corona ak muk protes,no
hoak pasien corona di indonesia,yes
bangsul si corona,no
asisten pelatih timnas indonesia gong oh kyun negatif corona,yes
bersyukur nganggur radue angsuran mesake sing due angsuran keno phk mergo ono corona gak kebayang pusing nya,no
1 000 hoax corona menyebar medsos pandemi covid 19,yes
2 ops keselamatan muara takus sat lantas polres inhil sosialisasi cegah corona,yes
corona tau arti jaga jarak gimanapun suruh menjauh maju,no
soksi apresiasi kesigapan tni atasi situasi darurat corona,yes
disaat negara menderita corona wuhan china berpesta jiayo dasarkomunis,no
potret noah sinclair rumah corona ibunda bcl unggah momen putra ashraf belajar mengaji via tribunjatim,no
starinsouciance abis corona ok,no
enak kuda gak kena corona,no
diperingati hadist ditusuk nya kepala pasak besi sungguh nya menyentuh wanita mahram nya hr thobroni mujam al kabir 20 211 takut corona orang takut,no
orang tua2 corona virus takut salji,no
tribunnews tribun palu tulari aj pakai virus corona hukuman nya yasona hiii,no
nekat beroperasi wabah corona karaoke ilegal tuban disegel petugas inews,yes
sadearh umesikia kuna mtu akona corona masalani in ijara constituency,no
update corona lampung rilis pasien meninggal,yes
si corona mah ga tau gimana choi seungcheol jingan corona fucek banget gue lo,no
corona corona pulanglah ketempat kau kenal kn tu,no
ya allah ukhti pake masker gak berhijab takut corona adzab allah,no
tes swab mempersempit penyebaran virus corona covid 19 wilayah depok nya kumparannews,yes
toopandir merokok melawan corona,yes
kadang melindungi rakyat nya larangan turis china korut diterapkan indo,yes
serangan ke pekerja chinese pada masa pandemi Link : https://www.scmp.com/week-asia/people/article/3078775/coronavirus-indonesia-warned-be-guard-anti-chinese-terrorism-amid,yes
serangan pekerja chinese pandemi link https www scmp com week asia people article 3078775 coronavirus indonesia warned be guard anti chinese terrorism amid,yes
hoaks jurus modal dengkul kasih utang ke pemerintah,yes
informasi hoaks dund,no
"kenapa kita dianjurkan untuk makai masker di tgl 10-12 maret “URGENT"" Sbg informasi dari Bpk Dir-1... Bhw 3 hari kedepan diusahakan seluruh anggota keluarga masing2 di Rmh...utk tdk keluar rmh, walau hanya utk berjemur, klu tdk sgt terpaksa.. Krn dlm 3 hari kedepan Arus angin dari Utara ke arah Selatan yg membawa wabah (penyakit) akan melewati Indonesia menuju Australian.. Tolong diinformasikan kpd teman2 yg tdk ada di grup ini... Terimakasih... Apakah ini hoax?",yes
corona lemon teh pakistan,yes
corona lemon teh pakistan,yes
covid menyebar udara,yes
Covid menyebar lewat udara,yes
rekrutmen CPNS 2020 ditiadakan,yes
Corona menyebar lewat udara,yes
corona menular melalui udara,yes
dentuman anak gunung krakatau,yes
supermarket,no
hoaks insentif pemerintah gratiskan,yes
virus covid 19 menular udara,yes
pasien corona ke zona merah,yes
anarko berencana jarah toko dan ruko se-pulau jawa,yes
Terima kasih,no
hoaks UTBK,yes
relawan corona pns,yes
hoaks glenn fredly meninggal,yes
salut pengorbanan anggota polri inisiatif membantu menguburkan jenazah pasien covid 19 sukses sehat polisi jiwakemanusiaanpolri,yes
